ItemID,ebay_id,instock_qty,warehouse_qty,ebay_team_qty,newitemreceiveddate,last_upload_date,ebay_status,last_markedforebay
IridiumU4,,1,0,0,10/29/2022,5/27/2021,,
IX12U1,42772,1,0,0,10/21/2022,10/11/2021,Shipped,12/13/2016
JBassVAPPMOSU1,,1,1,0,8/17/2022,8/17/2022,,
JBT3TSU1,87488,1,1,0,11/11/2022,11/21/2022,Post #1,11/24/2022
JBTLPBU1,81323,1,1,0,11/10/2022,3/3/2022,Shipped,2/23/2022
JP-2CRackU1,,1,0,0,11/7/2022,11/18/2021,,
JP-2CU1,,1,1,0,11/23/2022,8/5/2020,,
JSSRR100U1,87450,1,1,0,10/13/2022,11/3/2022,Post #1,11/22/2022
K0705U2,,1,1,0,8/9/2022,6/14/2022,,
K10.2U2,56574,1,0,0,11/22/2022,12/5/2019,Shipped,7/5/2018
KAG100WHU1,,1,1,0,10/19/2022,11/16/2022,,
KataArtistmk2U1,,1,0,1,11/4/2022,9/13/2021,,
KataArtistmk2U2,,1,1,0,11/9/2022,11/27/2021,,
KB100U1,,1,1,0,6/21/2022,8/9/2022,,
KB100U2,,1,1,0,7/20/2022,8/17/2022,,
KB100U3,,1,1,0,7/20/2022,8/17/2022,,
KB3U1,,1,1,0,9/12/2022,11/1/2022,,
KDP75BKU2,,1,1,0,3/29/2022,9/20/2022,,
KellyKEXFRU1,,1,1,0,11/16/2022,11/16/2022,,
KH80WHU1,,1,1,0,4/13/2022,4/25/2022,,
KM19743U1,86354,1,1,0,6/7/2022,6/10/2022,Unlisted,9/22/2022
KM24171U1,,1,1,0,10/31/2022,4/25/2022,,
KM24171U3,,1,1,0,4/20/2022,4/22/2022,,
KM24171U4,,1,1,0,4/20/2022,4/25/2022,,
KompKS2-88U3,,1,1,0,8/17/2022,9/7/2022,,
KP610SU1,,1,1,0,9/9/2022,11/14/2022,,
KP80PaU1,,1,1,0,10/15/2022,10/24/2022,,
L1000CLFBBU1,,1,1,0,2/16/2022,2/22/2022,,
L1kS750CMNU1,,1,1,0,6/24/2022,6/24/2022,,
L300BU1,,1,0,1,11/16/2022,11/18/2021,,
L5502CMBSEU1,,1,1,0,9/28/2022,9/24/2021,,
L5502CMIBMU1,56380,1,1,0,11/17/2022,11/17/2022,Shipped,6/27/2018
L5502DETBFMU1,,1,1,0,9/23/2022,5/21/2019,,
LALEXI200BLKU1,,1,1,0,11/7/2022,11/7/2022,,
LCPBKTRU1,,1,1,0,9/21/2022,10/3/2022,,
LCT81CTU1,86349,1,1,0,5/23/2022,9/9/2021,Unlisted,9/22/2022
LCT81CTU2,,1,1,0,11/2/2022,9/9/2021,,
LCT81CTU3,86357,1,1,0,6/13/2022,6/28/2022,Post #4,9/22/2022
LEC1KCTMTSSU2,,1,1,0,9/16/2022,9/27/2022,,
LexPrLSSVSBU1,,1,1,0,10/23/2022,10/24/2022,,
LexRotaryU1,61497,1,1,0,11/22/2022,12/30/2021,Shipped,1/23/2019
LexRotaryV2U1,,1,0,0,11/15/2022,9/1/2022,,
LizChoirU1,,1,0,0,4/21/2022,4/26/2022,,
LizDiaS8TanU1,,1,1,0,8/17/2022,9/2/2022,,
LizPltRdT4TanU1,,1,1,0,11/14/2022,11/17/2022,,
LizPodiumU1,,1,1,0,11/9/2022,11/17/2022,,
LKR-RS584C-C31U1,,1,1,0,6/8/2022,6/21/2022,,
LM1008MSFSBSU1,,1,0,0,9/14/2022,9/14/2022,,
LMK2PlusNCU1,,1,1,0,10/6/2022,11/6/2021,,
LP559T-RGMU1,,1,1,0,4/21/2022,4/27/2022,,
LP633U1,,1,1,0,8/18/2022,9/2/2022,,
LP6U2,,1,1,0,8/17/2021,1/25/2021,,
LP6v2U1,,1,1,0,10/11/2022,1/6/2022,,
LP805ZAWU1,,1,1,0,10/10/2022,10/26/2022,,
LPCBLKU1,,1,1,0,11/14/2022,11/18/2022,,
LS55072U1,,1,1,0,8/11/2022,9/2/2022,,
LSL0VSN19U1,72327,1,1,0,11/23/2022,7/1/2020,Shipped,7/1/2020
LU0713U1,,1,1,0,8/18/2022,9/1/2022,,
LX1RELU1,,1,1,0,6/13/2022,8/8/2022,,
LX7ii-24U1,,1,1,0,2/24/2022,3/9/2022,,
M2TDanteU1,,1,1,0,8/5/2022,8/12/2022,,
M48-6pkU1,50782,1,0,0,11/17/2022,11/10/2021,Shipped,12/19/2017
MA1micU1,,1,1,0,11/22/2022,11/25/2022,,
MasterCompU1,,1,1,0,11/22/2022,4/11/2022,,
MB5055U1,,1,1,0,9/21/2022,9/28/2022,,
MBassAPPPOSU2,,1,1,0,10/25/2022,10/25/2022,,
MCUproU2,85868,1,1,0,3/1/2022,3/8/2022,Post #3,9/6/2022
MDL16U1,,1,1,0,10/3/2022,9/13/2022,,
MDS-COMU3,,1,1,0,8/26/2022,11/1/2022,,
MDSSTGU1,82269,1,1,0,7/20/2022,10/25/2021,Shipped,4/8/2022
MDSSTGU2,,1,1,0,8/3/2022,8/9/2022,,
ME30BU1,,1,1,0,9/8/2022,10/18/2022,,
ME3IIU1,,1,1,0,11/22/2022,8/20/2019,,
MediaTray2U1,,1,0,0,11/22/2022,11/5/2021,,
MegaGoP64PlU1,,1,1,0,10/14/2022,10/18/2022,,
MegaPacU2,87086,1,0,0,8/30/2021,9/1/2021,On Invoice,11/1/2022
MEI-CM2U1,,1,1,0,11/12/2022,11/15/2022,,
MGA41007U2,,1,1,0,11/1/2022,11/8/2022,,
MID204U1,,1,1,0,8/17/2022,9/2/2022,,
Milan12U1,,1,1,0,10/4/2022,9/11/2019,,
Milan15U3,,1,1,0,8/20/2022,10/18/2022,,
MiniRectHDREDU2,,1,0,0,5/25/2022,6/6/2022,,
MiniRectHDU1,45621,1,1,0,9/22/2022,9/1/2021,Shipped,6/13/2017
MJ-GBU1,,1,0,0,10/29/2022,11/7/2022,,
MKEEssOBEU1,,1,1,0,9/2/2022,9/9/2022,,
MMV9A5BSU1,,1,1,0,11/11/2022,11/11/2022,,
Model16U2,,1,0,0,11/18/2022,11/23/2022,,
MOD-SUMV2U1,,1,0,0,11/18/2022,11/18/2021,,
MOD-XLRMFU1,,1,1,0,11/18/2022,11/22/2022,,
MOD-XLRMMU1,,1,1,0,11/9/2022,11/15/2022,,
MPCStudio2U2,,1,1,0,11/1/2022,11/7/2022,,
MPDC1U1,,1,1,0,7/27/2022,9/19/2022,,
MrKool2U1,,1,1,0,11/12/2022,11/18/2022,,
MS201BU1,,1,1,0,11/15/2022,11/23/2022,,
MultiSwitchPU1,,1,1,0,10/11/2022,1/19/2022,,
MultiSwitchPU2,,1,0,0,10/15/2022,10/28/2021,,
MX88BKU2,,1,0,0,6/3/2022,6/21/2022,,
NDH20U1,,1,1,0,11/9/2022,3/12/2021,,
Noodle100BLU1,,1,1,0,10/17/2022,10/24/2022,,
NS322-BVU2,,1,1,0,4/27/2022,5/19/2022,,
NSP4ChGrU1,,1,1,0,9/28/2022,9/28/2022,,
NTG4U1,,1,1,0,11/7/2022,11/17/2022,,
NX3000DU1,,1,0,0,11/16/2022,11/22/2022,,
OATinaCESMSU1,77686,1,1,0,4/15/2022,8/27/2021,Shipped,8/25/2021
OCRS4550VSU1,74887,1,0,0,9/25/2021,9/25/2021,Shipped,1/22/2021
OlaChorusU1,61598,1,1,0,10/12/2022,3/1/2022,Shipped,1/29/2019
OlaChorusU2,61983,1,1,0,10/27/2022,6/13/2022,Shipped,2/12/2019
OlaChorusU3,,1,1,0,11/7/2022,6/16/2022,,
OrbitFlangerU3,,1,1,0,10/26/2022,11/4/2022,,
OrTinaCEMU1,,1,1,0,6/7/2022,6/7/2022,,
OrtOmegaU1,,1,1,0,11/4/2022,11/10/2022,,
OvaF145WWU1,86779,1,1,0,4/11/2022,4/20/2022,Unlisted,10/20/2022
OXU3,,1,1,0,11/18/2022,11/23/2022,,
Oxygen-61U1,,1,1,0,8/12/2022,9/1/2022,,
P24VBWNU1,,1,1,0,10/27/2022,11/4/2022,,
PanoramaP6U1,37632,1,0,0,7/28/2022,8/31/2022,Shipped,1/8/2016
PanoramaP6U2,,1,1,0,9/30/2022,10/18/2022,,
PatchLTU1,,1,1,0,10/25/2022,11/2/2022,,
PBC123BTRU1,,1,1,0,11/23/2022,7/12/2022,,
PBLPSLVU1,,1,1,0,10/20/2022,11/10/2022,,
PCP147U2,,1,1,0,10/11/2022,10/18/2022,,
PD140DSU1,,1,1,0,11/23/2022,12/17/2020,,
PDCM2215SPU2,,1,1,0,8/31/2022,10/14/2022,,
PDCM3SPSCBU1,,1,1,0,11/11/2022,11/16/2022,,
PF400U1,,1,1,0,9/6/2022,11/1/2022,,
PFK322TEAU2,,1,0,0,11/8/2022,10/30/2021,,
PktKit-SSNBDU3,,1,1,0,6/10/2022,6/28/2022,,
PLX1000U2,,1,1,0,9/6/2022,10/14/2022,,
PM200U2,,1,1,0,10/13/2022,10/24/2022,,
PMC82SUBLU1,,1,1,0,8/22/2022,8/31/2022,,
PMC82U2,,1,1,0,5/27/2022,6/6/2022,,
PMC82U3,,1,1,0,6/17/2022,6/29/2022,,
PMSC1HHFRSWLU3,,1,1,0,10/28/2022,10/28/2022,,
PN115HLFU2,,1,0,0,6/16/2022,6/29/2022,,
PN115HLFU3,,1,1,0,8/26/2022,10/18/2022,,
PN12EVMSU1,79346,1,1,0,7/14/2022,3/23/2022,Shipped,11/22/2021
PodHDProXU2,,1,1,0,9/19/2022,10/18/2022,,
PPLPJBJArmU4,80526,1,1,0,6/6/2022,6/20/2022,Shipped,1/22/2022
PRLS840DAU1,82260,1,1,0,8/8/2022,3/14/2022,Shipped,4/8/2022
PRLS840TBU1,,1,1,0,8/26/2022,10/25/2022,,
PRLS840TBU2,,1,1,0,10/19/2022,10/25/2022,,
Pro3SEU1,,1,0,0,9/28/2022,10/13/2022,,
ProfilePnRGBAU2,,1,1,0,9/26/2022,10/10/2022,,
ProfilePnRGBAU3,,1,1,0,9/26/2022,10/10/2022,,
ProMagPlusU1,,1,0,0,10/26/2022,11/10/2022,,
ProPADXLU1,,1,1,0,9/20/2022,10/14/2022,,
PRX818XLFWU1,66591,1,0,1,11/21/2022,5/24/2021,Shipped,7/29/2019
PSL3RMMU1,,1,1,0,10/24/2022,4/14/2021,,
PST08SNU1,,1,1,0,11/12/2022,11/17/2022,,
PST1616WMU1,,1,1,0,11/16/2022,11/21/2022,,
PST7LRide20U1,57446,1,0,0,11/14/2022,11/17/2022,Shipped,8/16/2018
PTCL3MXXU2,,1,1,0,5/9/2022,5/13/2022,,
Push2IntU1,,1,1,0,10/24/2022,3/7/2022,,
Push2IntU3,,1,1,0,11/15/2022,11/17/2022,,
PWP047AAU1,,1,1,0,2/7/2022,2/10/2022,,
PX770WTU1,59442,1,1,0,10/21/2022,6/16/2021,Shipped,12/13/2018
PXS3100U3,,1,1,0,9/12/2022,10/14/2022,,
R65U1,57815,1,1,0,11/3/2022,9/3/2021,Shipped,9/10/2018
RackMini2XAU1,,1,1,0,9/14/2022,9/28/2022,,
RaginCajunU1,,1,0,0,11/21/2022,11/25/2022,,
RAS-1465U1,,1,1,0,11/7/2022,11/17/2022,,
RC4U1,,1,1,0,10/5/2022,10/12/2022,,
RC505U5,,1,1,0,9/7/2022,9/27/2022,,
RebelFMTBRU1,,1,0,0,8/9/2022,8/9/2022,,
RectBad100RHU1,,1,0,0,6/29/2022,4/9/2021,,
RevvD20U1,,1,1,0,11/12/2022,11/17/2022,,
RHH135U1,,1,1,0,11/2/2022,9/18/2019,,
RiversideU2,62800,1,0,0,11/18/2022,12/30/2021,Shipped,3/22/2019
RK100FSBKU1,,1,0,0,11/15/2022,11/22/2022,,
RMX1450U1,,1,1,0,9/12/2022,9/17/2019,,
RN2BOSMPU2,,1,1,0,9/12/2022,10/18/2022,,
RN2-E604-STBU2,,1,1,0,8/20/2022,9/28/2022,,
RoboShot30EUU1,86765,1,1,0,5/26/2021,8/12/2021,Post #1,10/20/2022
ROP-3MLU1,,1,1,0,8/18/2022,9/2/2022,,
RP102BKU7,,1,0,0,8/5/2021,11/10/2021,,
RP7000mkIIU1,,1,1,0,9/19/2022,10/14/2022,,
RP701DRU1,,1,1,0,9/19/2022,11/10/2021,,
RP701LAU1,,1,1,0,9/29/2022,10/17/2022,,
RP-NX6000-PSUPU2,,1,0,0,11/10/2022,11/18/2022,,
RPW503U1,,1,0,0,8/26/2022,7/22/2020,,
RRX24LBLPBU1,,1,1,0,9/16/2022,9/16/2022,,
RS525SC-WRU1,,1,0,0,8/16/2022,7/1/2021,,
RS584C-ABGU1,84038,1,0,0,10/29/2022,6/23/2022,Shipped,6/17/2022
RSJRC708U3,,1,0,0,3/29/2022,3/11/2022,,
SamJamZebU1,56654,1,1,0,10/13/2022,10/17/2022,Shipped,7/10/2018
SCG76W3U1,,1,0,1,10/20/2022,2/24/2022,,
SCM20ASLU1,57206,1,0,0,10/18/2022,7/26/2022,Shipped,8/2/2018
SD16IOU1,57255,1,0,0,10/24/2022,9/30/2020,Shipped,8/7/2018
SECL301NU1,,1,1,0,9/19/2022,9/26/2022,,
Shape40U1,58860,1,1,0,7/25/2022,8/15/2022,Shipped,11/8/2018
Shape65U1,67484,1,0,0,6/24/2022,9/16/2019,Shipped,9/24/2019
Shape65U2,56564,1,1,0,8/31/2022,4/17/2021,Shipped,7/5/2018
SigDECr19U1,,1,1,0,11/4/2022,11/10/2022,,
SL32SCU1,,1,1,0,11/18/2022,11/17/2021,,
SLXDXTJCU1,,1,1,0,9/14/2022,9/14/2022,,
SNOWLPRDC1U1,,1,0,0,6/3/2022,6/3/2022,,
Solo6U1,,1,1,0,10/19/2022,10/24/2022,,
SOSETFSNU3,,1,0,0,11/8/2022,11/14/2022,,
SP6-8U1,,1,0,1,10/14/2022,11/23/2021,,
SQ5earU1,,1,1,0,11/16/2022,3/9/2022,,
SRMFlexU1,,1,1,0,7/27/2022,8/9/2022,,
SSE12whtU1,43017,1,1,0,4/25/2022,5/2/2022,Shipped,1/3/2017
SSE15whtU1,73650,1,1,0,9/9/2022,12/10/2021,Shipped,10/26/2020
StratAfWPSGU2,,1,1,0,6/3/2022,6/9/2022,,
StratCS57VCWBU1,,1,0,0,6/3/2022,6/3/2022,,
StrBsCaseU1,,1,1,0,11/1/2022,11/7/2022,,
STS925XSPC405U1,,1,1,0,9/22/2022,10/18/2022,,
StudioSub218CU1,,1,1,0,8/25/2022,9/7/2022,,
SubPhattyATAU1,,1,1,0,11/2/2022,3/10/2022,,
SummitU1,,1,1,0,11/4/2022,11/10/2022,,
SWC88XAH8DU1,85331,1,1,0,10/25/2022,10/18/2021,Shipped,8/16/2022
SWC88XBHS5DU1,,1,1,0,11/15/2022,4/21/2021,,
SwDJackBk3XLTU1,,1,1,0,6/21/2022,6/24/2022,,
SX3242FXU2,,1,0,0,5/11/2022,4/18/2022,,
SX600PIXU1,,1,1,0,6/15/2022,6/28/2022,,
SynthGems1U2,,1,1,0,5/19/2022,5/24/2022,,
T2U1,,1,1,0,10/15/2022,10/19/2022,,
TA3U1,,1,0,1,8/16/2022,9/1/2022,,
TapSwitchU1,61636,1,1,0,9/26/2022,1/17/2020,Shipped,1/30/2019
TC422LCSU1,,1,1,0,8/9/2022,8/17/2022,,
TD17KVU1,,1,1,0,2/11/2022,3/5/2022,,
TD17KVU2,,1,1,0,8/3/2022,9/2/2022,,
TD17KVXU1,,1,1,0,11/17/2022,3/5/2022,,
TeleAPERHBU1,,1,1,0,6/8/2022,6/20/2022,,
TeleBltILBKU1,,1,1,0,11/1/2022,8/10/2022,,
TeleBltILBKU2,,1,1,0,11/1/2022,11/2/2022,,
TeleBltILBKU3,,1,1,0,11/1/2022,11/1/2022,,
TeleBltILBKU4,87429,1,1,0,11/1/2022,11/21/2022,Post #1,11/21/2022
TeleBltILBKU5,87489,1,1,0,11/8/2022,11/16/2022,Post #1,11/24/2022
TeleCabPar2CSU1,,1,1,0,10/11/2022,10/11/2022,,
TelePPM3TSU1,,1,1,0,10/21/2022,10/21/2022,,
TeleV50MSGU1,,1,1,0,9/1/2022,9/1/2022,,
TFX122MANU1,,1,0,0,9/14/2022,1/11/2022,,
Thump12ABagU1,,1,1,0,11/10/2022,11/18/2022,,
Thump15ABagWU2,,1,1,0,7/5/2022,9/6/2022,,
Thump15AU5,,1,1,0,11/4/2022,11/16/2022,,
TrackerU1,,1,0,0,6/7/2022,6/13/2022,,
TRBX174DBMU1,,1,1,0,4/5/2022,4/5/2022,,
TRSOKU1,,1,0,0,11/21/2022,3/16/2022,,
TS310U2,,1,1,0,10/28/2022,11/2/2022,,
TSPC121U2,,1,1,0,11/21/2022,11/25/2022,,
Tune760BtNcBluU1,,1,1,0,8/15/2022,9/2/2022,,
Tune760BtNcBluU2,,1,1,0,11/10/2022,11/15/2022,,
twotwo8U2,87084,1,1,0,7/14/2021,8/6/2021,Post #2,11/1/2022
UA844VLCU1,80004,1,1,0,7/1/2022,9/6/2022,Shipped,1/3/2022
UFC2012U1,,1,1,0,8/25/2022,9/21/2022,,
USB2PCIeU1,,1,1,0,8/8/2022,8/12/2022,,
USB2PCIeU2,,1,1,0,8/8/2022,8/12/2022,,
V8MonU1,,1,1,0,9/8/2022,9/2/2021,,
VDSX1225U1,86778,1,0,0,4/4/2022,4/6/2022,Failed,10/20/2022
VectorFS8U2,,1,1,0,2/24/2022,3/8/2022,,
VHXU1,,1,1,0,10/31/2022,11/4/2022,,
VirusTI2PDSU1,,1,0,0,3/24/2022,3/29/2022,,
VitoCLNU1,,1,1,0,9/19/2022,9/26/2022,,
VortexKBW2U3,,1,1,0,9/23/2022,10/13/2022,,
VP1520U1,39531,1,1,0,10/11/2022,7/8/2020,Shipped,4/22/2016
VRX928LAU1,,1,1,0,9/6/2022,9/28/2022,,
VSXU1,,1,0,0,11/23/2022,2/22/2022,,
VTEXT12U1,,1,1,0,9/14/2022,9/27/2022,,
WA251CaseU1,,1,1,0,9/23/2022,11/3/2022,,
WBS2RPBKU1,,1,1,0,3/9/2022,3/14/2022,,
WCG66SCEU1,77468,1,1,0,4/27/2022,1/7/2020,Shipped,8/3/2021
WL60U1,,1,1,0,11/2/2022,11/7/2022,,
WL60U2,,1,1,0,11/2/2022,11/7/2022,,
WP2012U1,,1,1,0,7/12/2022,7/18/2022,,
WUCRASH16U1,,1,0,0,11/7/2022,11/10/2022,,
XDJRX3U1,,1,0,0,9/13/2022,9/29/2022,,
XDJRXHBGSU2,,1,1,0,8/29/2022,10/26/2022,,
XDV55U1,,1,1,0,11/7/2022,11/10/2022,,
XP312WDU1,,1,1,0,7/26/2022,8/9/2022,,
XR18U1,50925,1,0,0,11/22/2022,1/13/2021,Shipped,12/22/2017
XRSRkKitU1,,1,1,0,11/3/2022,11/10/2022,,
XSW1-825-AU2,,1,1,0,11/21/2022,11/25/2022,,
XSWDPedalSetU1,,1,1,0,11/18/2022,10/18/2021,,
YPC62RU1,,1,1,0,9/14/2022,9/26/2022,,
ZLX15CVRU2,,1,1,0,9/7/2022,9/27/2022,,
ZumaU1,62336,1,0,0,8/19/2022,3/3/2020,Shipped,2/27/2019
ZumaU2,63660,1,0,0,11/23/2022,4/29/2022,Shipped,4/17/2019
ZXA1SubU1,,1,1,0,11/21/2022,10/13/2021,,
ZXT14TRFU1,,1,1,0,11/7/2022,11/10/2022,,
B1MicPreU1,,1,0,0,6/13/2022,6/16/2022,,
BigSkyReverbU3,62689,1,1,0,11/25/2022,1/24/2022,Shipped,3/19/2019
DT990ProU1,62515,1,1,0,11/25/2022,2/14/2022,Shipped,3/7/2019
G9500JDFTU2,83382,1,1,0,11/26/2022,5/23/2022,Shipped,5/18/2022
GRoto212U1,,1,0,0,11/28/2022,8/8/2019,,
HSSWP1U1,58022,1,0,0,11/4/2022,11/8/2022,Shipped,9/24/2018
Crush12ORU1,,1,1,0,11/28/2022,2/10/2022,,
OjaiR30ExpU1,62488,1,0,0,11/29/2022,7/22/2021,Shipped,3/6/2019
PBassDMWBU1,86886,1,1,0,11/28/2022,11/5/2021,Shipped,10/24/2022
PDCBC10U1,,1,1,0,10/15/2022,10/27/2022,,
PlethoraX5U1,,1,0,0,11/28/2022,5/6/2021,,
Rum40U2,,1,0,0,11/28/2022,12/3/2020,,
